expiration;strike;type;mark;Vol_impli
2026-03-20;170.0;put;12.1;0.3539000508370666
2026-03-20;175.0;call;41.1;0.3844165760422222
2026-03-20;175.0;put;13.5;0.3458113127757027
2026-03-20;180.0;call;37.85;0.37694131979311035
2026-03-20;180.0;put;15.12;0.33930982697405104
2026-03-20;185.0;call;34.7;0.3692578145556271
2026-03-20;185.0;put;16.88;0.33295096616268943
2026-03-20;190.0;call;31.72;0.36231113373020457
2026-03-20;190.0;put;18.77;0.32650539088095204
2026-03-20;195.0;call;29.12;0.3588938089135771
2026-03-20;195.0;put;20.9;0.3214309416385722
2026-03-20;200.0;call;26.17;0.3488425275856624
2026-03-20;200.0;put;23.12;0.31555570731155863
2026-03-20;210.0;call;21.17;0.3356343719211625
2026-03-20;210.0;put;28.05;0.30429832083860503
2026-03-20;220.0;call;16.85;0.3241365694539457
2026-03-20;220.0;put;33.7;0.29440933814380327
2026-03-20;230.0;call;13.03;0.31179655168027665
2026-03-20;230.0;put;40.6;0.2935853036875096
2026-03-20;240.0;call;9.85;0.3006001153317525
2026-03-20;240.0;put;47.2;0.280352536326045
2026-03-20;250.0;call;7.4;0.29257482396637474
2026-03-20;250.0;put;54.77;0.27353179246983506
2026-03-20;260.0;call;5.5;0.2861618998417413
2026-03-20;260.0;put;63.85;0.2868630234784304
2026-03-20;270.0;call;4.03;0.28057395598408497
2026-03-20;270.0;put;73.2;0.30214656582531557
2026-03-20;280.0;call;2.98;0.27738568854733586
2026-03-20;280.0;put;83.5;0.3345086190597262
2026-03-20;290.0;call;2.1;0.2719994109839875
2026-03-20;290.0;put;93.05;0.3504914677515658
2026-03-20;300.0;call;1.54;0.2703349635609969
2026-03-20;300.0;put;103.42;0.38226023608045523
2026-03-20;310.0;call;1.14;0.26967215645717946
2026-03-20;310.0;put;113.55;0.40815139220619945
2026-03-20;320.0;call;0.87;0.27074698831171085
2026-03-20;320.0;put;123.05;0.41994197730853794
2026-03-20;330.0;call;0.67;0.27219122727145895
2026-03-20;330.0;put;132.95;0.43928602866934674
2026-03-20;340.0;call;0.53;0.27466823803671675
2026-03-20;340.0;put;142.88;0.4585536305432228
2026-03-20;350.0;call;0.43;0.27794099734957406
2026-03-20;350.0;put;152.8;0.4769383311821643
2026-03-20;360.0;call;0.36;0.2821438184034793
2026-03-20;360.0;put;163.02;0.5013423109578177
2026-03-20;370.0;call;0.32;0.28829624756214073
2026-03-20;370.0;put;172.82;0.5159384547733218
2026-06-18;5.0;put;0.01;1.1288334456161033
2026-06-18;10.0;put;0.01;0.9024681613108045
2026-06-18;15.0;put;0.01;0.7753324914525848
2026-06-18;20.0;put;0.1;0.8576226958788387
2026-06-18;25.0;put;0.14;0.8037652452052154
2026-06-18;30.0;call;167.8;0.7262438559143043
2026-06-18;30.0;put;0.16;0.7445364865221327
2026-06-18;35.0;call;163.07;0.737923458730883
2026-06-18;35.0;put;0.22;0.7124145183213723
2026-06-18;40.0;call;158.27;0.7077076431826217
2026-06-18;40.0;put;0.27;0.6767435543346431
2026-06-18;45.0;call;153.55;0.6948046434987468
2026-06-18;45.0;put;0.31;0.6404134460745887
2026-06-18;50.0;call;149.0;0.7020857876445737
2026-06-18;50.0;put;0.38;0.6143002555948311
2026-06-18;55.0;call;143.97;0.6355563913121229
2026-06-18;55.0;put;0.46;0.5904843390494353
2026-06-18;60.0;call;139.62;0.6579247981670306
2026-06-18;60.0;put;0.56;0.5700336153106164
2026-06-18;65.0;call;134.85;0.6278967906813286
2026-06-18;65.0;put;0.67;0.5504116395190656
2026-06-18;70.0;call;130.2;0.6091377332745115
2026-06-18;70.0;put;0.8;0.5326768375116236
2026-06-18;75.0;call;125.7;0.5999535187925359
2026-06-18;75.0;put;0.96;0.5172359177615684
2026-06-18;80.0;call;120.95;0.573053387481755
2026-06-18;80.0;put;1.12;0.5007063857890218
2026-06-18;85.0;call;116.47;0.5621395264923491
2026-06-18;85.0;put;1.34;0.48805297767436134
2026-06-18;90.0;call;111.8;0.5402313465516545
2026-06-18;90.0;put;1.57;0.4746494024611936
2026-06-18;95.0;call;107.68;0.5425319034709499
2026-06-18;95.0;put;1.85;0.463021652990452
2026-06-18;100.0;call;102.88;0.5145904406648002
2026-06-18;100.0;put;2.16;0.4515521095726605
2026-06-18;105.0;call;98.53;0.5041517525101625
2026-06-18;105.0;put;2.53;0.4414717638281563
2026-06-18;110.0;call;94.2;0.49299622978786606
2026-06-18;110.0;put;2.96;0.432287314777491
2026-06-18;115.0;call;90.03;0.4853774441861739
2026-06-18;115.0;put;3.4;0.4219174882394608
2026-06-18;120.0;call;85.65;0.47046172630319505
2026-06-18;120.0;put;3.95;0.41378218179172066
2026-06-18;125.0;call;81.47;0.46005723727952047
2026-06-18;125.0;put;4.5;0.4040728834904693
2026-06-18;130.0;call;77.28;0.4483244742360191
2026-06-18;130.0;put;5.17;0.3962350840005015
2026-06-18;135.0;call;73.38;0.441935582259227
2026-06-18;135.0;put;5.92;0.3887838300193736
2026-06-18;140.0;call;69.3;0.430387116561847
2026-06-18;140.0;put;6.7;0.38046682251902253
2026-06-18;145.0;call;65.43;0.4219067381586441
2026-06-18;145.0;put;7.62;0.3736127407838415
2026-06-18;150.0;call;61.58;0.4125541667691225
2026-06-18;150.0;put;8.62;0.366721698379508
2026-06-18;155.0;call;57.9;0.40492556591203666
2026-06-18;155.0;put;9.72;0.36007838454921914
2026-06-18;160.0;call;54.42;0.3991752320456286
2026-06-18;160.0;put;10.9;0.35324159425982293
2026-06-18;165.0;call;50.75;0.3891200217023432
2026-06-18;165.0;put;12.3;0.34833892941098443
2026-06-18;170.0;call;47.38;0.3823380966900938
2026-06-18;170.0;put;13.65;0.3410531235836457
2026-06-18;175.0;call;44.05;0.37478199207339175
2026-06-18;175.0;put;15.18;0.3348780806379833
2026-06-18;180.0;call;40.98;0.369429399260687
2026-06-18;180.0;put;16.92;0.3300160027192043
2026-06-18;185.0;call;37.75;0.3605907674699741
2026-06-18;185.0;put;18.77;0.324977276892482
2026-06-18;190.0;call;35.05;0.35721483765771556
2026-06-18;190.0;put;20.6;0.3181028302171012
2026-06-18;195.0;call;32.08;0.3490123091159564
2026-06-18;195.0;put;22.75;0.3136718354519052
2026-06-18;200.0;call;29.4;0.34302448079059766
2026-06-18;200.0;put;25.02;0.30907723473430215
2026-06-18;205.0;call;26.85;0.337195657775213
2026-06-18;205.0;put;27.33;0.30335217373930706
2026-06-18;210.0;call;24.5;0.3323293372231188
2026-06-18;210.0;put;29.95;0.29971023715363926
2026-06-18;215.0;call;22.17;0.3262604525122703
2026-06-18;215.0;put;32.75;0.2965789839080937
2026-06-18;220.0;call;19.98;0.3204036293391731
2026-06-18;220.0;put;35.47;0.29087141851740544
2026-06-18;225.0;call;18.07;0.3164281944860796
2026-06-18;225.0;put;38.53;0.287609343580049
2026-06-18;230.0;call;16.15;0.31086723464676014
2026-06-18;230.0;put;41.95;0.2871673495982847
2026-06-18;235.0;call;14.48;0.30688234100766665
2026-06-18;235.0;put;45.08;0.2815759582913746
2026-06-18;240.0;call;12.85;0.3019203112281402
2026-06-18;240.0;put;48.58;0.27905736859661084
2026-06-18;245.0;call;11.4;0.297764101954894
2026-06-18;245.0;put;52.5;0.28063729879083105
2026-06-18;250.0;call;10.03;0.29316560239882594
2026-06-18;250.0;put;56.3;0.2793124745492479
2026-06-18;255.0;call;8.85;0.289678297753835
2026-06-18;255.0;put;60.55;0.28310783594261807
2026-06-18;260.0;call;7.78;0.28631857374454867
2026-06-18;260.0;put;64.85;0.28671007799937503
2026-06-18;265.0;call;6.83;0.2833329861008323
2026-06-18;265.0;put;68.5;0.27924079293612836
2026-06-18;270.0;call;5.97;0.28036615208395577
2026-06-18;270.0;put;73.78;0.29654010715294404
2026-06-18;275.0;call;5.22;0.27786401896933327
2026-06-18;275.0;put;78.33;0.30181383080775814
2026-06-18;280.0;call;4.55;0.2754507045286167
2026-06-18;280.0;put;82.85;0.3060007268867286
2026-06-18;285.0;call;3.95;0.2730465782215564
2026-06-18;285.0;put;87.78;0.3166587968588251
2026-06-18;290.0;call;3.47;0.2718581144073427
2026-06-18;290.0;put;93.4;0.3387141961707268
2026-06-18;300.0;call;2.65;0.26925148315725217
2026-06-18;300.0;put;103.08;0.35587061794285874
2026-06-18;310.0;call;2.02;0.2671576883655629
2026-06-18;310.0;put;112.8;0.3726634307605303
2026-06-18;320.0;call;1.57;0.2666130954656734
2026-06-18;320.0;put;122.85;0.3943690638999354
2026-06-18;330.0;call;1.23;0.2666507410352744
2026-06-18;330.0;put;132.78;0.41325809314411055
2026-06-18;340.0;call;0.98;0.26755614634103153
2026-06-18;340.0;put;142.9;0.43484890995437203
2026-06-18;350.0;call;0.78;0.2683535447937921
2026-06-18;350.0;put;153.0;0.45548877281522937
2026-06-18;360.0;call;0.64;0.27038394021649026
2026-06-18;360.0;put;163.1;0.47557143006409286
2026-06-18;370.0;call;0.51;0.2710467040205597
2026-06-18;370.0;put;173.25;0.4960060218037512
2026-06-18;380.0;call;0.46;0.2764724146607802
2026-06-18;380.0;put;183.18;0.5121101890319036
2026-06-18;390.0;call;0.33;0.2729009665278312
2026-06-18;390.0;put;192.98;0.525468920696902
2026-12-18;5.0;put;0.01;0.944980403136184
2026-12-18;10.0;put;0.08;0.9255613908232737
2026-12-18;15.0;put;0.12;0.8308867965921884
2026-12-18;20.0;put;0.19;0.7780629376101083
2026-12-18;25.0;put;0.24;0.7225946575651723
2026-12-18;30.0;call;168.15;0.6175668062274392
2026-12-18;30.0;put;0.28;0.672509985940057
2026-12-18;35.0;call;163.35;0.5806848225579433
2026-12-18;35.0;put;0.32;0.6296645511823215
2026-12-18;40.0;call;158.8;0.6128027740520694
2026-12-18;40.0;put;0.39;0.599049470000767
2026-12-18;45.0;call;154.18;0.6045127280967472
2026-12-18;45.0;put;0.47;0.572231242943696
2026-12-18;50.0;call;149.68;0.6044155211885918
2026-12-18;50.0;put;0.56;0.5481908610520607
2026-12-18;60.0;call;140.5;0.5709672599030154
2026-12-18;60.0;put;0.82;0.5115195997919076
2026-12-18;70.0;call;131.45;0.5423645323808826
2026-12-18;70.0;put;1.16;0.4805774232139403
2026-12-18;80.0;call;122.47;0.5137532953129552
2026-12-18;80.0;put;1.61;0.4545355077283593
2026-12-18;85.0;call;118.25;0.5094557248434926
2026-12-18;85.0;put;1.91;0.44428190710803894
2026-12-18;90.0;call;113.9;0.49801550748887236
2026-12-18;90.0;put;2.21;0.432783162418042
2026-12-18;95.0;call;109.4;0.48080919005813316
2026-12-18;95.0;put;2.58;0.42329393561797396
2026-12-18;100.0;call;105.05;0.4682589425222824
2026-12-18;100.0;put;3.04;0.4158882616690776
2026-12-18;105.0;call;100.93;0.461443044437204
2026-12-18;105.0;put;3.48;0.40636712130199265
2026-12-18;110.0;call;96.78;0.45247505820417966
2026-12-18;110.0;put;4.05;0.3996418280980952
2026-12-18;115.0;call;92.68;0.44367378080285425
2026-12-18;115.0;put;4.62;0.39151195657635507
2026-12-18;120.0;call;88.67;0.43583191146276923
2026-12-18;120.0;put;5.3;0.38491766064526306
2026-12-18;125.0;call;84.72;0.428142948038837
2026-12-18;125.0;put;6.05;0.37856760109536297
2026-12-18;130.0;call;80.83;0.42055726160255336
2026-12-18;130.0;put;6.85;0.37196354330125936
2026-12-18;135.0;call;77.03;0.413547060138807
2026-12-18;135.0;put;7.72;0.36549040496881113
2026-12-18;140.0;call;73.28;0.4063464112804868
2026-12-18;140.0;put;8.73;0.36027952658558
2026-12-18;145.0;call;69.57;0.39881373115656354
2026-12-18;145.0;put;9.8;0.35476396891595263
2026-12-18;150.0;call;65.92;0.3912649840958895
2026-12-18;150.0;put;10.95;0.3492638003719054
2026-12-18;155.0;call;62.5;0.3860015542759568
2026-12-18;155.0;put;12.2;0.3440239891773753
2026-12-18;160.0;call;59.1;0.3799460319425589
2026-12-18;160.0;put;13.6;0.3396386679758251
2026-12-18;165.0;call;55.77;0.37380556072201715
2026-12-18;165.0;put;15.03;0.33442510167011325
2026-12-18;170.0;call;52.58;0.3684100887507755
2026-12-18;170.0;put;16.52;0.3288328377705799
2026-12-18;175.0;call;49.4;0.3621517196236742
2026-12-18;175.0;put;18.17;0.3240476946513993
2026-12-18;180.0;call;46.38;0.3567801208168666
2026-12-18;180.0;put;19.98;0.3199531140293085
2026-12-18;185.0;call;43.58;0.35285302792373174
2026-12-18;185.0;put;21.93;0.3162429420752021
2026-12-18;190.0;call;40.7;0.3470508278101083
2026-12-18;190.0;put;23.88;0.3113821637054965
2026-12-18;195.0;call;38.08;0.34303558014279545
2026-12-18;195.0;put;26.05;0.3077276548329454
2026-12-18;200.0;call;35.45;0.3379256383563249
2026-12-18;200.0;put;28.35;0.3042748738257619
2026-12-18;210.0;call;30.58;0.32877543453648966
2026-12-18;210.0;put;33.22;0.29673609625102304
2026-12-18;220.0;call;26.12;0.3198491068609958
2026-12-18;220.0;put;38.7;0.29086018603934893
2026-12-18;230.0;call;22.15;0.31191238971102686
2026-12-18;230.0;put;44.75;0.2863190393003306
2026-12-18;240.0;call;18.6;0.30430997796946824
2026-12-18;240.0;put;51.83;0.28807912566035004
2026-12-18;250.0;call;15.5;0.29746131543558096
2026-12-18;250.0;put;58.58;0.28264977852220724
2026-12-18;260.0;call;12.82;0.29126742868898314
2026-12-18;260.0;put;66.28;0.2837411110400663
2026-12-18;270.0;call;10.55;0.2859286576417935
2026-12-18;270.0;put;75.0;0.29352531901415874
2026-12-18;280.0;call;8.62;0.28102061492286673
2026-12-18;280.0;put;84.0;0.30465246757841297
2026-12-18;290.0;call;7.03;0.27699096744310014
2026-12-18;290.0;put;93.25;0.3172685630352965
2026-12-18;300.0;call;5.72;0.27358293258280797
2026-12-18;300.0;put;103.05;0.3355513787724379
2026-12-18;310.0;call;4.65;0.2707637710043142
2026-12-18;310.0;put;112.97;0.3544985496568495
2026-12-18;320.0;call;3.8;0.2688322859728685
2026-12-18;320.0;put;122.95;0.3734734717563662
2026-12-18;330.0;call;3.12;0.26754365711842276
2026-12-18;330.0;put;133.1;0.39394816168345514
2026-12-18;340.0;call;2.54;0.2659518268752396
2026-12-18;340.0;put;142.8;0.40811304299860957
2026-12-18;350.0;call;2.08;0.26493063292320496
2026-12-18;350.0;put;153.02;0.4283467617389982
2026-12-18;360.0;call;1.77;0.2660878178128028
2026-12-18;360.0;put;163.05;0.44565293671145834
2026-12-18;370.0;call;1.46;0.2655600873108281
2026-12-18;370.0;put;172.95;0.4608336992549988
2026-12-18;380.0;call;1.24;0.2664815716196037
2026-12-18;380.0;put;183.05;0.4781243166011442
2026-12-18;390.0;call;1.06;0.2676080304310725
2026-12-18;390.0;put;193.03;0.49347817589911286
2026-12-18;400.0;call;0.92;0.2692941066957918
2026-12-18;400.0;put;203.05;0.5089575484186286
2026-12-18;410.0;call;0.79;0.2703798037996067
2026-12-18;410.0;put;213.05;0.5238230726037078
2026-12-18;420.0;call;0.7;0.2726516204527663
2026-12-18;420.0;put;223.05;0.5383499947429385
2026-12-18;430.0;call;0.61;0.27408504757123026
2026-12-18;430.0;put;233.05;0.5525574145947052
2026-12-18;440.0;call;0.55;0.2767264998360989
2026-12-18;440.0;put;243.05;0.5664627431055039
2026-12-18;450.0;call;0.49;0.27873584553727443
2026-12-18;450.0;put;253.05;0.58008190914313
2027-01-15;5.0;put;0.06;1.1040423153720158
2027-01-15;10.0;put;0.08;0.9053977405642077
2027-01-15;15.0;put;0.09;0.7857468674628384
2027-01-15;20.0;put;0.21;0.7713379448663762
2027-01-15;25.0;put;0.25;0.7109573127018145
2027-01-15;30.0;call;168.12;0.5459014559966912
2027-01-15;30.0;put;0.27;0.6547780787998765
2027-01-15;35.0;call;163.55;0.6130878164413474
2027-01-15;35.0;put;0.34;0.6215501677751808
2027-01-15;40.0;call;158.8;0.5837215631816389
2027-01-15;40.0;put;0.41;0.5906452410479964
2027-01-15;45.0;call;154.3;0.5968402158824871
2027-01-15;45.0;put;0.49;0.5636875440616232
2027-01-15;50.0;call;149.78;0.5922832862743367
2027-01-15;50.0;put;0.62;0.5454844560165111
2027-01-15;60.0;call;140.57;0.5556591284324695
2027-01-15;60.0;put;0.86;0.5049941891586397
2027-01-15;70.0;call;131.53;0.5280965910550992
2027-01-15;70.0;put;1.21;0.4744168845603487
2027-01-15;80.0;call;122.6;0.5022267915584238
2027-01-15;80.0;put;1.69;0.44976800352213525
2027-01-15;85.0;call;118.57;0.5051280819154029
2027-01-15;85.0;put;1.99;0.4391733215116841
2027-01-15;90.0;call;114.17;0.49131246760810926
2027-01-15;90.0;put;2.32;0.4288118584347639
2027-01-15;95.0;call;109.82;0.4786673606437322
2027-01-15;95.0;put;2.7;0.4193900281010475
2027-01-15;100.0;call;105.53;0.4672170702325629
2027-01-15;100.0;put;3.15;0.4112970415369251
2027-01-15;105.0;call;101.35;0.4579936700337329
2027-01-15;105.0;put;3.65;0.40348903916269047
2027-01-15;110.0;call;97.22;0.4490264830450217
2027-01-15;110.0;put;4.17;0.3950185583519109
2027-01-15;115.0;call;93.15;0.4404704503167074
2027-01-15;115.0;put;4.8;0.38830720168727223
2027-01-15;120.0;call;89.17;0.432837432079079
2027-01-15;120.0;put;5.5;0.3819437759157614
2027-01-15;125.0;call;85.2;0.424402486529849
2027-01-15;125.0;put;6.25;0.37538322461272483
2027-01-15;130.0;call;81.38;0.41778896633367046
2027-01-15;130.0;put;7.08;0.3692138478540555
2027-01-15;135.0;call;77.55;0.409981103560057
2027-01-15;135.0;put;7.95;0.3625971185231306
2027-01-15;140.0;call;73.85;0.40335921381060996
2027-01-15;140.0;put;8.95;0.35708886561102515
2027-01-15;145.0;call;70.33;0.3984440478747271
2027-01-15;145.0;put;10.05;0.3519705396022835
2027-01-15;150.0;call;66.65;0.3901918570614023
2027-01-15;150.0;put;11.23;0.3468453517443953
2027-01-15;155.0;call;63.33;0.38599971803290345
2027-01-15;155.0;put;12.47;0.341407680571753
2027-01-15;160.0;call;59.77;0.37765541617201165
2027-01-15;160.0;put;13.9;0.3373755822946082
2027-01-15;165.0;call;56.6;0.37335663032372823
2027-01-15;165.0;put;15.28;0.3315309886104707
2027-01-15;170.0;call;53.42;0.367911222999717
2027-01-15;170.0;put;16.93;0.32789974046741005
2027-01-15;175.0;call;50.28;0.36199587637305736
2027-01-15;175.0;put;18.52;0.3224141558104205
2027-01-15;180.0;call;47.25;0.3564083287403359
2027-01-15;180.0;put;20.33;0.3183475313669868
2027-01-15;185.0;call;44.3;0.35078101544978996
2027-01-15;185.0;put;22.15;0.31329282901283895
2027-01-15;190.0;call;41.6;0.3468745748964727
2027-01-15;190.0;put;24.17;0.30929517112516053
2027-01-15;195.0;call;38.7;0.3399633388729172
2027-01-15;195.0;put;26.38;0.30615889927357104
2027-01-15;200.0;call;36.12;0.33542569148093904
2027-01-15;200.0;put;28.68;0.30282689471855395
2027-01-15;210.0;call;31.35;0.3274192136336645
2027-01-15;210.0;put;33.62;0.2962966534355982
2027-01-15;220.0;call;26.9;0.3188205651405624
2027-01-15;220.0;put;38.97;0.28954281140925503
2027-01-15;230.0;call;22.85;0.3104108683214832
2027-01-15;230.0;put;45.08;0.2860396577965401
2027-01-15;240.0;call;19.4;0.304181121747978
2027-01-15;240.0;put;51.47;0.2813099270248977
2027-01-15;250.0;call;16.2;0.2968043159487993
2027-01-15;250.0;put;58.73;0.28159916835007703
2027-01-15;260.0;call;13.57;0.29169140684084566
2027-01-15;260.0;put;66.82;0.28740939010126776
2027-01-15;270.0;call;11.2;0.28589316796189695
2027-01-15;270.0;put;75.17;0.2935163975233863
2027-01-15;280.0;call;9.2;0.28085275795903275
2027-01-15;280.0;put;84.08;0.3038670723861459
2027-01-15;290.0;call;7.65;0.2780948501285813
2027-01-15;290.0;put;93.33;0.3166546547795719
2027-01-15;300.0;call;6.25;0.2743048908262733
2027-01-15;300.0;put;102.92;0.33234690428758845
2027-01-15;310.0;call;5.08;0.27081430326185985
2027-01-15;310.0;put;113.0;0.35309584006485195
2027-01-15;320.0;call;4.2;0.2691991047035205
2027-01-15;320.0;put;123.07;0.3730180217145846
2027-01-15;330.0;call;3.45;0.2674190596410931
2027-01-15;330.0;put;133.03;0.39095963644526793
2027-01-15;340.0;call;2.82;0.2656119925859776
2027-01-15;340.0;put;142.98;0.40818474981376185
2027-01-15;350.0;call;2.33;0.26469420571195384
2027-01-15;350.0;put;153.0;0.4257208516274384
2027-01-15;360.0;call;1.94;0.26432104074734214
2027-01-15;360.0;put;163.03;0.4428783206645847
2027-01-15;370.0;call;1.66;0.2654014637430825
2027-01-15;370.0;put;173.05;0.45944861359042155
2027-01-15;380.0;call;1.37;0.26460669853835667
2027-01-15;380.0;put;183.03;0.47509723852479
2027-01-15;390.0;call;1.17;0.2654718430955607
2027-01-15;390.0;put;193.05;0.4908303729142158
2027-01-15;400.0;call;1.0;0.2662866951675033
2027-01-15;400.0;put;203.05;0.5059405992042832
2027-01-15;410.0;call;0.86;0.26728398911460116
2027-01-15;410.0;put;213.05;0.5206953357625252
2027-01-15;420.0;call;0.76;0.2693098390682957
2027-01-15;420.0;put;223.05;0.535115427827938
2027-01-15;430.0;call;0.67;0.27108061445488724
2027-01-15;430.0;put;233.05;0.5492197984894679
2027-01-15;440.0;call;0.6;0.2733297834300165
2027-01-15;440.0;put;243.05;0.5630256945892411
2027-01-15;450.0;call;0.54;0.2756149211874587
2027-01-15;450.0;put;253.05;0.5765488923085963
2027-06-17;50.0;call;150.0;0.5011755509455909
2027-06-17;50.0;put;0.76;0.510124206051952
2027-06-17;55.0;call;145.72;0.5158313507245029
2027-06-17;55.0;put;0.91;0.4923674832224145
2027-06-17;60.0;call;141.23;0.504068728810364
2027-06-17;60.0;put;1.08;0.47620972232460945
2027-06-17;65.0;call;137.02;0.5070524488813491
2027-06-17;65.0;put;1.27;0.461249261158686
2027-06-17;70.0;call;132.5;0.4895812596109116
2027-06-17;70.0;put;1.5;0.4484382730836478
2027-06-17;75.0;call;128.0;0.47327588480431476
2027-06-17;75.0;put;1.79;0.43816668340827586
2027-06-17;80.0;call;123.78;0.468155263701263
2027-06-17;80.0;put;2.09;0.42726422732555813
2027-06-17;85.0;call;119.5;0.4588899252989306
2027-06-17;85.0;put;2.45;0.41802579023664826
2027-06-17;90.0;call;115.25;0.44953240199063527
2027-06-17;90.0;put;2.85;0.4092094462816341
2027-06-17;95.0;call;111.07;0.4412422828084387
2027-06-17;95.0;put;3.27;0.40004634794519234
2027-06-17;100.0;call;107.62;0.4500338120821607
2027-06-17;100.0;put;3.77;0.3923796439320647
2027-06-17;105.0;call;103.0;0.4286698860477666
2027-06-17;105.0;put;4.32;0.38499809729038165
2027-06-17;110.0;call;99.0;0.4214201630716703
2027-06-17;110.0;put;4.9;0.37733644065098576
2027-06-17;115.0;call;95.12;0.41559269618433486
2027-06-17;115.0;put;5.65;0.3724761242267951
2027-06-17;120.0;call;91.7;0.4169354467079801
2027-06-17;120.0;put;6.4;0.366342443611221
2027-06-17;125.0;call;86.95;0.39404932158328343
2027-06-17;125.0;put;7.25;0.36102628939119424
2027-06-17;130.0;call;83.62;0.3947643534389269
2027-06-17;130.0;put;8.12;0.3549774685273815
2027-06-17;135.0;call;80.0;0.38947422986170693
2027-06-17;135.0;put;9.1;0.34973591034524765
2027-06-17;140.0;call;76.03;0.37837086113397206
2027-06-17;140.0;put;10.22;0.3455623807065747
2027-06-17;145.0;call;72.72;0.37575762451201417
2027-06-17;145.0;put;11.32;0.34003768592122485
2027-06-17;150.0;call;69.4;0.3718986534779756
2027-06-17;150.0;put;12.52;0.33493057742243004
2027-06-17;155.0;call;66.15;0.3679285291860377
2027-06-17;155.0;put;15.03;0.3449755986368037
2027-06-17;160.0;call;63.75;0.3727935225429337
2027-06-17;160.0;put;15.32;0.3268128785307105
2027-06-17;165.0;call;59.12;0.3515193609254
2027-06-17;165.0;put;16.88;0.3231277474852494
2027-06-17;170.0;call;57.2;0.3594724372182914
2027-06-17;170.0;put;19.48;0.32963752468450275
2027-06-17;175.0;call;52.8;0.3402910631840814
2027-06-17;175.0;put;20.27;0.3157799751611156
2027-06-17;180.0;call;50.98;0.34696722549244297
2027-06-17;180.0;put;22.07;0.3117970167329157
2027-06-17;185.0;call;48.2;0.3429363866759402
2027-06-17;185.0;put;24.05;0.3086891221494749
2027-06-17;190.0;call;45.3;0.3369992368909105
2027-06-17;190.0;put;26.1;0.30533869711033856
2027-06-17;195.0;call;42.5;0.33131352696641003
2027-06-17;195.0;put;28.25;0.3020381472942053
2027-06-17;200.0;call;40.3;0.3304035521130202
2027-06-17;200.0;put;30.5;0.2987824106500972
2027-06-17;210.0;call;34.52;0.3138837516320043
2027-06-17;210.0;put;35.45;0.2937197883538451
2027-06-17;220.0;call;29.93;0.30511596795597534
2027-06-17;220.0;put;40.92;0.2898361631016614
2027-06-17;230.0;call;26.98;0.3076099203074132
2027-06-17;230.0;put;46.83;0.2865159835569784
2027-06-17;240.0;call;23.38;0.30154426544390767
2027-06-17;240.0;put;53.12;0.2833961063307629
2027-06-17;250.0;call;20.02;0.29473879898339744
2027-06-17;250.0;put;60.38;0.28596213512922386
2027-06-17;260.0;call;17.5;0.2927155686730702
2027-06-17;260.0;put;67.7;0.2865195497632818
2027-06-17;270.0;call;14.82;0.28660325889866967
2027-06-17;270.0;put;76.1;0.2948585661974415
2027-06-17;280.0;call;12.35;0.2797121536412608
2027-06-17;280.0;put;84.53;0.3017669595305697
2027-06-17;290.0;call;10.35;0.27480423888295474
2027-06-17;290.0;put;93.45;0.31198515106730185
2027-06-17;300.0;call;9.0;0.2745089634357925
2027-06-17;300.0;put;102.92;0.3265771944102705
2027-06-17;310.0;call;7.62;0.27179047983374605
2027-06-17;310.0;put;112.53;0.3417343077788786
2027-06-17;320.0;call;6.5;0.270139528110912
2027-06-17;320.0;put;122.7;0.3618780648582323
2027-06-17;330.0;call;5.47;0.26766734991866165
2027-06-17;330.0;put;133.1;0.38374086716600514
2027-06-17;340.0;call;4.65;0.2662774802842828
2027-06-17;340.0;put;142.88;0.3987536323802231
2027-06-17;350.0;call;3.92;0.2645023864703009
2027-06-17;350.0;put;153.0;0.41669891269558085
2027-06-17;360.0;call;3.35;0.26380453982306734
2027-06-17;360.0;put;162.95;0.43244000275152183
2027-06-17;370.0;call;2.87;0.2633270825500797
2027-06-17;370.0;put;173.0;0.4487547955588855
2027-06-17;380.0;call;2.46;0.26291963811852925
2027-06-17;380.0;put;183.0;0.4641506501986248
2027-06-17;390.0;call;2.1;0.26232606895040217
2027-06-17;390.0;put;193.0;0.479163089060854
2027-06-17;400.0;call;1.81;0.26226277807564885
2027-06-17;400.0;put;203.0;0.493816775605492
2027-06-17;410.0;call;1.56;0.262188895951898
2027-06-17;410.0;put;213.0;0.5081338668649639
2027-06-17;420.0;call;1.36;0.262632885795937
2027-06-17;420.0;put;223.0;0.522134368308611
2027-06-17;430.0;call;1.19;0.2631867954493901
2027-06-17;430.0;put;233.0;0.5358364243876137
2027-06-17;440.0;call;1.04;0.2636285340201788
2027-06-17;440.0;put;243.0;0.5492565588464025
2027-06-17;450.0;call;0.96;0.2663019456304922
2027-06-17;450.0;put;253.0;0.5624098753104839
2027-12-17;50.0;call;150.53;0.45335834175107453
2027-12-17;50.0;put;0.89;0.4757908077371432
2027-12-17;55.0;call;146.5;0.4816546534678965
2027-12-17;55.0;put;1.14;0.4658740845581531
2027-12-17;60.0;call;142.0;0.46521378477085396
2027-12-17;60.0;put;1.39;0.4540851466598905
2027-12-17;65.0;call;137.55;0.4516243925935298
2027-12-17;65.0;put;1.63;0.4407570797228005
2027-12-17;70.0;call;133.5;0.4556522714869459
2027-12-17;70.0;put;1.92;0.4295333090961861
2027-12-17;75.0;call;129.22;0.4463286394894812
