contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho 
AAPL250919C00065000,AAPL,2025-09-19,65.00,call,138.85,133.05,131.75,100,134.35,100,0,73,2025-04-17,0.06893,1.00000,0.00000,-0.00757,0.00000,0.27100
AAPL250919P00065000,AAPL,2025-09-19,65.00,put,0.00,0.21,0.17,33,0.24,70,0,295,2025-04-17,0.75869,-0.00575,0.00017,-0.00499,0.02103,-0.00570
AAPL250919C00070000,AAPL,2025-09-19,70.00,call,133.15,127.95,127.00,105,128.90,105,0,50,2025-04-17,0.06632,1.00000,0.00000,-0.00815,0.00000,0.29184
AAPL250919P00070000,AAPL,2025-09-19,70.00,put,0.00,0.27,0.24,62,0.30,77,0,369,2025-04-17,0.73597,-0.00744,0.00022,-0.00606,0.02639,-0.00737
AAPL250919C00075000,AAPL,2025-09-19,75.00,call,156.01,123.40,122.60,105,124.20,105,0,310,2025-04-17,0.56829,0.99776,0.00010,-0.01033,0.00902,0.31059
AAPL250919P00075000,AAPL,2025-09-19,75.00,put,0.30,0.33,0.31,30,0.35,31,1,570,2025-04-17,0.71082,-0.00924,0.00027,-0.00707,0.03192,-0.00913
AAPL250919C00080000,AAPL,2025-09-19,80.00,call,133.84,118.40,117.20,105,119.60,105,0,36,2025-04-17,0.06110,1.00000,0.00000,-0.00932,0.00000,0.33354
AAPL250919P00080000,AAPL,2025-09-19,80.00,put,0.00,0.41,0.38,32,0.43,33,0,268,2025-04-17,0.68933,-0.01156,0.00034,-0.00831,0.03881,-0.01141
AAPL250919C00085000,AAPL,2025-09-19,85.00,call,138.00,113.58,112.95,100,114.20,76,0,203,2025-04-17,0.49741,0.99754,0.00012,-0.01141,0.00983,0.35210
AAPL250919P00085000,AAPL,2025-09-19,85.00,put,0.00,0.49,0.47,28,0.51,30,0,363,2025-04-17,0.66585,-0.01404,0.00042,-0.00948,0.04591,-0.01382
AAPL250919C00090000,AAPL,2025-09-19,90.00,call,116.13,108.75,108.05,100,109.45,64,0,183,2025-04-17,0.51860,0.99448,0.00024,-0.01373,0.02028,0.37005
AAPL250919P00090000,AAPL,2025-09-19,90.00,put,0.00,0.59,0.57,28,0.61,28,0,2216,2025-04-17,0.64482,-0.01709,0.00051,-0.01084,0.05436,-0.01680
AAPL250919C00095000,AAPL,2025-09-19,95.00,call,148.35,103.95,102.90,105,105.00,105,0,36,2025-04-17,0.52668,0.99061,0.00037,-0.01632,0.03238,0.38721
AAPL250919P00095000,AAPL,2025-09-19,95.00,put,0.00,0.71,0.67,25,0.74,34,0,82,2025-04-17,0.62515,-0.02073,0.00062,-0.01235,0.06408,-0.02036
AAPL250919C00100000,AAPL,2025-09-19,100.00,call,96.82,99.12,98.35,5,99.90,13,0,1053,2025-04-17,0.51448,0.98760,0.00049,-0.01816,0.04125,0.40520
AAPL250919P00100000,AAPL,2025-09-19,100.00,put,0.88,0.84,0.81,31,0.88,57,4,396,2025-04-17,0.60503,-0.02481,0.00075,-0.01387,0.07454,-0.02432
AAPL250919C00105000,AAPL,2025-09-19,105.00,call,99.73,94.47,93.60,105,95.35,105,0,48,2025-04-17,0.53049,0.97962,0.00072,-0.02249,0.06315,0.41827
AAPL250919P00105000,AAPL,2025-09-19,105.00,put,1.01,1.00,0.98,6,1.02,28,1,1402,2025-04-17,0.58689,-0.02976,0.00090,-0.01561,0.08676,-0.02914
AAPL250919C00110000,AAPL,2025-09-19,110.00,call,89.30,89.65,88.90,5,90.40,43,10,889,2025-04-17,0.50930,0.97597,0.00086,-0.02409,0.07257,0.43569
AAPL250919P00110000,AAPL,2025-09-19,110.00,put,1.19,1.19,1.16,15,1.21,16,10,1188,2025-04-17,0.56982,-0.03560,0.00107,-0.01751,0.10058,-0.03483
AAPL250919C00115000,AAPL,2025-09-19,115.00,call,79.55,85.12,84.65,1,85.60,1,0,107,2025-04-17,0.51936,0.96514,0.00116,-0.02902,0.09887,0.44586
AAPL250919P00115000,AAPL,2025-09-19,115.00,put,1.39,1.41,1.37,15,1.45,15,5,557,2025-04-17,0.55336,-0.04238,0.00127,-0.01953,0.11592,-0.04144
AAPL250919C00120000,AAPL,2025-09-19,120.00,call,80.24,80.40,80.05,1,80.75,3,0,1158,2025-04-17,0.50259,0.95846,0.00138,-0.03135,0.11405,0.46032
AAPL250919P00120000,AAPL,2025-09-19,120.00,put,1.65,1.65,1.62,9,1.68,23,1,3252,2025-04-17,0.53644,-0.04997,0.00150,-0.02153,0.13232,-0.04881
AAPL250919C00125000,AAPL,2025-09-19,125.00,call,84.05,75.78,75.50,3,76.05,2,0,529,2025-04-17,0.49147,0.94924,0.00165,-0.03443,0.13398,0.47223
AAPL250919P00125000,AAPL,2025-09-19,125.00,put,1.83,1.94,1.91,13,1.98,14,15,649,2025-04-17,0.52089,-0.05894,0.00176,-0.02373,0.15079,-0.05755
AAPL250919C00130000,AAPL,2025-09-19,130.00,call,75.90,71.28,70.90,1,71.65,1,0,66,2025-04-17,0.48491,0.93715,0.00198,-0.03824,0.15855,0.48122
AAPL250919P00130000,AAPL,2025-09-19,130.00,put,2.17,2.28,2.22,15,2.34,9,12,1247,2025-04-17,0.50610,-0.06934,0.00205,-0.02604,0.17111,-0.06769
AAPL250919C00135000,AAPL,2025-09-19,135.00,call,68.39,66.80,66.45,1,67.15,1,0,117,2025-04-17,0.47531,0.92422,0.00234,-0.04175,0.18314,0.48943
AAPL250919P00135000,AAPL,2025-09-19,135.00,put,2.66,2.69,2.64,12,2.73,14,22,3640,2025-04-17,0.49269,-0.08157,0.00239,-0.02855,0.19365,-0.07965
AAPL250919C00140000,AAPL,2025-09-19,140.00,call,62.95,62.27,62.05,3,62.50,1,0,936,2025-04-17,0.45976,0.91163,0.00271,-0.04441,0.20563,0.49814
AAPL250919P00140000,AAPL,2025-09-19,140.00,put,3.15,3.12,3.05,78,3.20,38,36,4394,2025-04-17,0.47775,-0.09484,0.00275,-0.03081,0.21669,-0.09258
AAPL250919C00145000,AAPL,2025-09-19,145.00,call,64.20,57.88,57.60,5,58.15,3,0,258,2025-04-17,0.44833,0.89574,0.00314,-0.04765,0.23221,0.50349
AAPL250919P00145000,AAPL,2025-09-19,145.00,put,3.65,3.67,3.60,23,3.75,31,126,2554,2025-04-17,0.46571,-0.11088,0.00316,-0.03344,0.24276,-0.10834
AAPL250919C00150000,AAPL,2025-09-19,150.00,call,53.75,53.60,53.40,3,53.80,1,0,3772,2025-04-17,0.43827,0.87722,0.00361,-0.05103,0.26095,0.50617
AAPL250919P00150000,AAPL,2025-09-19,150.00,put,4.00,4.28,4.20,12,4.35,9,1095,1770,2025-04-17,0.45305,-0.12865,0.00361,-0.03589,0.26959,-0.12579
AAPL250919C00155000,AAPL,2025-09-19,155.00,call,54.95,49.42,49.20,3,49.65,3,0,169,2025-04-17,0.42851,0.85629,0.00412,-0.05435,0.29082,0.50641
AAPL250919P00155000,AAPL,2025-09-19,155.00,put,4.75,5.05,4.90,48,5.20,15,109,1830,2025-04-17,0.44314,-0.14963,0.00409,-0.03862,0.29880,-0.14660
AAPL250919C00160000,AAPL,2025-09-19,160.00,call,45.00,45.30,45.10,3,45.50,2,4,1409,2025-04-17,0.41738,0.83349,0.00466,-0.05726,0.32052,0.50485
AAPL250919P00160000,AAPL,2025-09-19,160.00,put,5.85,5.85,5.80,8,5.90,7,49,6275,2025-04-17,0.43110,-0.17206,0.00461,-0.04081,0.32734,-0.16876
AAPL250919C00165000,AAPL,2025-09-19,165.00,call,39.85,41.38,41.20,3,41.55,13,7,891,2025-04-17,0.40915,0.80695,0.00522,-0.06037,0.35175,0.49927
AAPL250919P00165000,AAPL,2025-09-19,165.00,put,6.50,6.80,6.70,16,6.90,5,36,4883,2025-04-17,0.42058,-0.19752,0.00515,-0.04297,0.35668,-0.19411
AAPL250919C00170000,AAPL,2025-09-19,170.00,call,37.60,37.50,37.30,5,37.70,6,12,510,2025-04-17,0.39833,0.77879,0.00581,-0.06274,0.38127,0.49221
AAPL250919P00170000,AAPL,2025-09-19,170.00,put,7.49,7.88,7.80,9,7.95,1,45,7877,2025-04-17,0.41037,-0.22563,0.00570,-0.04484,0.38559,-0.22222
AAPL250919C00175000,AAPL,2025-09-19,175.00,call,34.25,33.85,33.65,3,34.05,4,12,1168,2025-04-17,0.39010,0.74693,0.00639,-0.06510,0.41055,0.48106
AAPL250919P00175000,AAPL,2025-09-19,175.00,put,8.95,9.07,8.95,5,9.20,1,84,5224,2025-04-17,0.39955,-0.25616,0.00628,-0.04619,0.41317,-0.25279
AAPL250919C00180000,AAPL,2025-09-19,180.00,call,30.95,30.30,30.10,4,30.50,3,3,760,2025-04-17,0.38065,0.71279,0.00697,-0.06677,0.43739,0.46758
AAPL250919P00180000,AAPL,2025-09-19,180.00,put,10.55,10.53,10.40,15,10.65,4,114,7186,2025-04-17,0.39177,-0.29021,0.00681,-0.04752,0.43954,-0.28747
AAPL250919C00185000,AAPL,2025-09-19,185.00,call,26.85,26.90,26.70,1,27.10,3,1,2486,2025-04-17,0.37104,0.67597,0.00755,-0.06783,0.46143,0.45120
AAPL250919P00185000,AAPL,2025-09-19,185.00,put,11.70,12.07,11.95,9,12.20,10,48,6269,2025-04-17,0.38232,-0.32627,0.00735,-0.04801,0.46274,-0.32419
AAPL250919C00190000,AAPL,2025-09-19,190.00,call,24.25,23.77,23.60,2,23.95,3,18,2023,2025-04-17,0.36342,0.63623,0.00805,-0.06855,0.48194,0.43126
AAPL250919P00190000,AAPL,2025-09-19,190.00,put,13.80,13.82,13.70,9,13.95,5,449,8467,2025-04-17,0.37363,-0.36488,0.00784,-0.04798,0.48244,-0.36391
AAPL250919C00195000,AAPL,2025-09-19,195.00,call,20.70,20.73,20.60,7,20.85,4,94,1686,2025-04-17,0.35382,0.59439,0.00854,-0.06824,0.49770,0.40918
AAPL250919P00195000,AAPL,2025-09-19,195.00,put,15.65,15.82,15.70,8,15.95,10,75,10841,2025-04-17,0.36647,-0.40567,0.00824,-0.04748,0.49771,-0.40653
AAPL250919C00200000,AAPL,2025-09-19,200.00,call,17.95,17.93,17.80,5,18.05,5,185,7368,2025-04-17,0.34528,0.55037,0.00893,-0.06732,0.50801,0.38424
AAPL250919P00200000,AAPL,2025-09-19,200.00,put,17.20,17.95,17.85,6,18.05,2,106,13645,2025-04-17,0.35793,-0.44819,0.00861,-0.04603,0.50777,-0.45113
AAPL250919C00205000,AAPL,2025-09-19,205.00,call,15.45,15.32,15.20,30,15.45,20,2255,3117,2025-04-17,0.33644,0.50457,0.00924,-0.06555,0.51206,0.35700
AAPL250919P00205000,AAPL,2025-09-19,205.00,put,20.80,20.43,20.25,3,20.60,5,64,8135,2025-04-17,0.35245,-0.49157,0.00882,-0.04430,0.51198,-0.49794
AAPL250919C00210000,AAPL,2025-09-19,210.00,call,13.01,12.97,12.85,3,13.10,9,263,4591,2025-04-17,0.32851,0.45777,0.00941,-0.06312,0.50922,0.32783
AAPL250919P00210000,AAPL,2025-09-19,210.00,put,22.84,23.02,22.80,9,23.25,12,176,8955,2025-04-17,0.34528,-0.53595,0.00896,-0.04155,0.51002,-0.54608
AAPL250919C00215000,AAPL,2025-09-19,215.00,call,10.95,10.82,10.70,10,10.95,19,529,5456,2025-04-17,0.32013,0.41015,0.00946,-0.05984,0.49905,0.29715
AAPL250919P00215000,AAPL,2025-09-19,215.00,put,25.19,25.85,25.40,29,26.30,18,13,4815,2025-04-17,0.33873,-0.58039,0.00899,-0.03819,0.50166,-0.59527
AAPL250919C00220000,AAPL,2025-09-19,220.00,call,8.85,8.98,8.90,5,9.05,13,367,8422,2025-04-17,0.31373,0.36375,0.00932,-0.05621,0.48193,0.26615
AAPL250919P00220000,AAPL,2025-09-19,220.00,put,29.20,29.12,28.70,15,29.55,67,6,7227,2025-04-17,0.33705,-0.62159,0.00879,-0.03509,0.48812,-0.64362
AAPL250919C00225000,AAPL,2025-09-19,225.00,call,7.55,7.33,7.25,6,7.40,4,213,8256,2025-04-17,0.30687,0.31806,0.00906,-0.05189,0.45787,0.23493
AAPL250919P00225000,AAPL,2025-09-19,225.00,put,0.00,32.80,32.15,32,33.45,8,0,9456,2025-04-17,0.34025,-0.65764,0.00841,-0.03250,0.47158,-0.68941
AAPL250919C00230000,AAPL,2025-09-19,230.00,call,6.19,5.92,5.85,9,6.00,12,145,6076,2025-04-17,0.30077,0.27462,0.00864,-0.04724,0.42802,0.20457
AAPL250919P00230000,AAPL,2025-09-19,230.00,put,36.87,36.33,35.90,19,36.75,49,2,3279,2025-04-17,0.33675,-0.69593,0.00809,-0.02820,0.44902,-0.73641
AAPL250919C00235000,AAPL,2025-09-19,235.00,call,4.70,4.72,4.65,10,4.80,5,22,6285,2025-04-17,0.29498,0.23381,0.00809,-0.04233,0.39336,0.17554
AAPL250919P00235000,AAPL,2025-09-19,235.00,put,0.00,40.50,39.85,20,41.15,7,0,2714,2025-04-17,0.34437,-0.72317,0.00757,-0.02603,0.42971,-0.77690
AAPL250919C00240000,AAPL,2025-09-19,240.00,call,3.92,3.78,3.70,32,3.85,7,101,10297,2025-04-17,0.29132,0.19801,0.00744,-0.03775,0.35721,0.14959
AAPL250919P00240000,AAPL,2025-09-19,240.00,put,44.35,44.77,44.15,5,45.40,106,35,3860,2025-04-17,0.35214,-0.74728,0.00707,-0.02383,0.41025,-0.81522
AAPL250919C00245000,AAPL,2025-09-19,245.00,call,2.95,3.00,2.94,1,3.05,15,49,7971,2025-04-17,0.28812,0.16600,0.00674,-0.03325,0.31988,0.12611
AAPL250919P00245000,AAPL,2025-09-19,245.00,put,49.40,48.65,47.95,118,49.35,102,55,4194,2025-04-17,0.34742,-0.77911,0.00665,-0.01872,0.38096,-0.85830
AAPL250919C00250000,AAPL,2025-09-19,250.00,call,2.28,2.34,2.28,2,2.40,15,480,11825,2025-04-17,0.28431,0.13683,0.00600,-0.02872,0.28129,0.10453
AAPL250919P00250000,AAPL,2025-09-19,250.00,put,54.55,53.50,53.05,111,53.95,106,5,1428,2025-04-17,0.36601,-0.78901,0.00615,-0.01902,0.37097,-0.88719
AAPL250919C00255000,AAPL,2025-09-19,255.00,call,1.80,1.85,1.81,22,1.90,18,32,2869,2025-04-17,0.28263,0.11318,0.00529,-0.02489,0.24635,0.08682
AAPL250919P00255000,AAPL,2025-09-19,255.00,put,59.20,58.20,57.40,118,59.00,105,7,435,2025-04-17,0.37958,-0.80113,0.00573,-0.01823,0.35814,-0.91729
AAPL250919C00260000,AAPL,2025-09-19,260.00,call,1.48,1.46,1.43,21,1.50,18,26,6257,2025-04-17,0.28141,0.09314,0.00461,-0.02141,0.21381,0.07171
AAPL250919P00260000,AAPL,2025-09-19,260.00,put,64.08,63.05,62.20,105,63.90,105,4,46,2025-04-17,0.39635,-0.80904,0.00535,-0.01829,0.34941,-0.94451
AAPL250919C00265000,AAPL,2025-09-19,265.00,call,1.16,1.16,1.12,18,1.19,17,135,5253,2025-04-17,0.28111,0.07675,0.00399,-0.01842,0.18492,0.05927
AAPL250919P00265000,AAPL,2025-09-19,265.00,put,0.00,68.20,67.50,105,68.90,105,0,25,2025-04-17,0.42104,-0.80973,0.00503,-0.02034,0.34864,-0.96694
AAPL250919C00270000,AAPL,2025-09-19,270.00,call,0.94,0.93,0.90,8,0.95,16,58,6464,2025-04-17,0.28156,0.06343,0.00344,-0.01588,0.15970,0.04911
AAPL250919P00270000,AAPL,2025-09-19,270.00,put,0.00,73.05,71.90,100,74.20,100,0,0,2025-04-17,0.43659,-0.81632,0.00474,-0.02030,0.34112,-0.99305
AAPL250919C00275000,AAPL,2025-09-19,275.00,call,0.67,0.73,0.70,27,0.77,20,0,4832,2025-04-17,0.28095,0.05150,0.00293,-0.01340,0.13554,0.03998
AAPL250919P00275000,AAPL,2025-09-19,275.00,put,0.00,78.22,77.15,105,79.30,5,0,2,2025-04-17,0.46098,-0.81576,0.00450,-0.02248,0.34176,-1.01454
AAPL250919C00280000,AAPL,2025-09-19,280.00,call,0.59,0.60,0.58,25,0.63,25,54,5224,2025-04-17,0.28309,0.04322,0.00252,-0.01169,0.11777,0.03360
AAPL250919P00280000,AAPL,2025-09-19,280.00,put,0.00,82.80,82.05,105,83.55,105,0,0,2025-04-17,0.46738,-0.82691,0.00427,-0.02039,0.32859,-1.04332
AAPL250919C00285000,AAPL,2025-09-19,285.00,call,0.47,0.49,0.47,25,0.52,30,2,1627,2025-04-17,0.28476,0.03603,0.00216,-0.01012,0.10158,0.02806
AAPL250919P00285000,AAPL,2025-09-19,285.00,put,0.00,87.75,86.80,105,88.70,105,0,0,2025-04-17,0.48430,-0.83005,0.00407,-0.02093,0.32477,-1.06697
AAPL250919C00290000,AAPL,2025-09-19,290.00,call,0.43,0.41,0.39,29,0.43,19,7,5441,2025-04-17,0.28736,0.03049,0.00187,-0.00887,0.08852,0.02376
AAPL250919P00290000,AAPL,2025-09-19,290.00,put,0.00,92.92,92.00,105,93.85,105,0,0,2025-04-17,0.50763,-0.82850,0.00391,-0.02311,0.32666,-1.08763
AAPL250919C00295000,AAPL,2025-09-19,295.00,call,0.33,0.35,0.33,22,0.37,26,0,1650,2025-04-17,0.29086,0.02625,0.00163,-0.00790,0.07815,0.02047
AAPL250919P00295000,AAPL,2025-09-19,295.00,put,0.00,97.85,96.75,100,98.95,105,0,0,2025-04-17,0.52317,-0.83153,0.00375,-0.02346,0.32295,-1.11110
AAPL250919C00300000,AAPL,2025-09-19,300.00,call,0.30,0.29,0.26,52,0.31,157,121,4061,2025-04-17,0.29284,0.02208,0.00140,-0.00686,0.06757,0.01724
AAPL250919P00300000,AAPL,2025-09-19,300.00,put,0.00,103.12,102.05,105,104.20,100,0,0,2025-04-17,0.54878,-0.82795,0.00362,-0.02636,0.32732,-1.13048
AAPL250919C00305000,AAPL,2025-09-19,305.00,call,0.23,0.26,0.23,30,0.29,5,0,1806,2025-04-17,0.29803,0.01973,0.00125,-0.00634,0.06143,0.01540
AAPL250919P00305000,AAPL,2025-09-19,305.00,put,0.00,108.30,107.55,105,109.05,105,0,0,2025-04-17,0.57134,-0.82607,0.00350,-0.02860,0.32961,-1.15091
AAPL250919C00310000,AAPL,2025-09-19,310.00,call,0.24,0.23,0.20,30,0.25,2,0,3463,2025-04-17,0.30245,0.01747,0.00111,-0.00579,0.05540,0.01364
AAPL250919P00310000,AAPL,2025-09-19,310.00,put,0.00,113.22,112.45,100,114.00,100,0,0,2025-04-17,0.58552,-0.82882,0.00338,-0.02883,0.32627,-1.17408
AAPL250919C00320000,AAPL,2025-09-19,320.00,call,0.17,0.17,0.15,5,0.20,18,0,3810,2025-04-17,0.30824,0.01309,0.00085,-0.00458,0.04322,0.01023
AAPL250919P00320000,AAPL,2025-09-19,320.00,put,0.00,122.90,122.20,100,123.60,100,0,0,2025-04-17,0.60808,-0.83645,0.00316,-0.02802,0.31682,-1.22158
AAPL250919C00330000,AAPL,2025-09-19,330.00,call,0.13,0.15,0.12,22,0.17,15,0,1307,2025-04-17,0.32028,0.01131,0.00072,-0.00418,0.03808,0.00883
AAPL250919P00330000,AAPL,2025-09-19,330.00,put,0.00,133.07,132.25,100,133.90,100,0,0,2025-04-17,0.64482,-0.83500,0.00300,-0.03098,0.31864,-1.26355
AAPL250919C00340000,AAPL,2025-09-19,340.00,call,0.14,0.12,0.10,2,0.14,42,0,864,2025-04-17,0.32775,0.00907,0.00058,-0.00352,0.03141,0.00708
AAPL250919P00340000,AAPL,2025-09-19,340.00,put,0.00,142.93,141.85,100,144.00,105,0,0,2025-04-17,0.67088,-0.83840,0.00284,-0.03149,0.31436,-1.30828
AAPL250919C00350000,AAPL,2025-09-19,350.00,call,0.09,0.09,0.07,33,0.11,29,10,3705,2025-04-17,0.33217,0.00690,0.00045,-0.00280,0.02470,0.00539
AAPL250919P00350000,AAPL,2025-09-19,350.00,put,0.00,152.88,151.95,105,153.80,105,0,0,2025-04-17,0.69863,-0.84004,0.00271,-0.03261,0.31228,-1.35190
AAPL250919C00360000,AAPL,2025-09-19,360.00,call,0.07,0.08,0.06,28,0.11,40,0,664,2025-04-17,0.34223,0.00604,0.00039,-0.00255,0.02195,0.00471
AAPL250919P00360000,AAPL,2025-09-19,360.00,put,0.00,162.85,162.05,105,163.65,105,0,0,2025-04-17,0.72622,-0.84103,0.00260,-0.03388,0.31100,-1.39507
AAPL250919C00370000,AAPL,2025-09-19,370.00,call,0.12,0.07,0.06,1,0.09,1,0,115,2025-04-17,0.35107,0.00522,0.00033,-0.00230,0.01930,0.00407
AAPL250919P00370000,AAPL,2025-09-19,370.00,put,0.00,172.95,172.25,100,173.65,100,0,0,2025-04-17,0.75716,-0.83981,0.00251,-0.03620,0.31257,-1.43694
AAPL250919C00380000,AAPL,2025-09-19,380.00,call,0.10,0.07,0.05,1,0.08,15,0,145,2025-04-17,0.36434,0.00507,0.00031,-0.00232,0.01878,0.00394
AAPL250919P00380000,AAPL,2025-09-19,380.00,put,0.00,183.12,182.40,105,183.85,105,0,0,2025-04-17,0.78948,-0.83749,0.00243,-0.03906,0.31551,-1.47818
AAPL250919C00390000,AAPL,2025-09-19,390.00,call,0.04,0.06,0.04,1,0.07,46,700,3780,2025-04-17,0.37135,0.00432,0.00027,-0.00205,0.01631,0.00336
AAPL250919P00390000,AAPL,2025-09-19,390.00,put,0.00,193.00,192.00,105,194.00,105,0,0,2025-04-17,0.81204,-0.83927,0.00234,-0.03955,0.31326,-1.52164
AAPL251017C00090000,AAPL,2025-10-17,90.00,call,0.00,109.15,107.85,105,110.45,105,0,0,2025-04-17,0.51830,0.99127,0.00033,-0.01489,0.03300,0.43173
AAPL251017P00090000,AAPL,2025-10-17,90.00,put,0.66,0.72,0.67,45,0.76,15,2,52,2025-04-17,0.61646,-0.01958,0.00055,-0.01063,0.06633,-0.02295
AAPL251017C00095000,AAPL,2025-10-17,95.00,call,0.00,104.53,103.10,105,105.95,105,0,0,2025-04-17,0.54589,0.98366,0.00054,-0.01906,0.05684,0.44738
AAPL251017P00095000,AAPL,2025-10-17,95.00,put,0.86,0.85,0.81,9,0.90,21,15,10,2025-04-17,0.59680,-0.02339,0.00066,-0.01192,0.07708,-0.02736
AAPL251017C00100000,AAPL,2025-10-17,100.00,call,95.08,99.95,99.10,5,100.80,105,0,5,2025-04-17,0.55701,0.97564,0.00074,-0.02308,0.07975,0.46243
AAPL251017P00100000,AAPL,2025-10-17,100.00,put,1.04,1.02,0.97,7,1.07,5,14,97,2025-04-17,0.58034,-0.02819,0.00080,-0.01351,0.09012,-0.03296
AAPL251017C00105000,AAPL,2025-10-17,105.00,call,0.00,94.65,93.60,105,95.70,55,0,0,2025-04-17,0.46433,0.98398,0.00062,-0.01885,0.05588,0.49723
AAPL251017P00105000,AAPL,2025-10-17,105.00,put,1.21,1.20,1.15,34,1.25,6,4,265,2025-04-17,0.56281,-0.03344,0.00095,-0.01504,0.10381,-0.03904
AAPL251017C00110000,AAPL,2025-10-17,110.00,call,96.75,90.40,89.85,1,90.95,23,0,122,2025-04-17,0.51448,0.96719,0.00102,-0.02624,0.10219,0.50196
AAPL251017P00110000,AAPL,2025-10-17,110.00,put,0.00,1.41,1.36,5,1.46,33,0,240,2025-04-17,0.54619,-0.03955,0.00112,-0.01668,0.11908,-0.04612
AAPL251017C00115000,AAPL,2025-10-17,115.00,call,87.50,85.75,85.20,1,86.30,21,0,88,2025-04-17,0.50290,0.95997,0.00123,-0.02878,0.12026,0.51814
AAPL251017P00115000,AAPL,2025-10-17,115.00,put,1.70,1.67,1.62,14,1.72,35,325,195,2025-04-17,0.53171,-0.04693,0.00132,-0.01857,0.13675,-0.05472
AAPL251017C00120000,AAPL,2025-10-17,120.00,call,83.00,81.18,80.65,1,81.70,25,0,67,2025-04-17,0.49436,0.95082,0.00148,-0.03176,0.14196,0.53202
AAPL251017P00120000,AAPL,2025-10-17,120.00,put,1.91,1.96,1.91,17,2.02,17,4,8368,2025-04-17,0.51708,-0.05524,0.00155,-0.02047,0.15570,-0.06439
AAPL251017C00125000,AAPL,2025-10-17,125.00,call,83.50,76.62,76.10,1,77.15,1,0,19,2025-04-17,0.48308,0.94110,0.00174,-0.03452,0.16376,0.54527
AAPL251017P00125000,AAPL,2025-10-17,125.00,put,2.29,2.29,2.23,1,2.36,5,8,341,2025-04-17,0.50275,-0.06469,0.00180,-0.02242,0.17620,-0.07538
AAPL251017C00130000,AAPL,2025-10-17,130.00,call,80.35,72.17,71.75,7,72.60,1,0,124,2025-04-17,0.47485,0.92904,0.00205,-0.03770,0.18925,0.55568
AAPL251017P00130000,AAPL,2025-10-17,130.00,put,2.66,2.69,2.63,16,2.75,20,149,452,2025-04-17,0.48994,-0.07580,0.00209,-0.02455,0.19903,-0.08834
AAPL251017C00135000,AAPL,2025-10-17,135.00,call,59.25,67.67,67.30,1,68.05,4,0,56,2025-04-17,0.46113,0.91726,0.00237,-0.04020,0.21268,0.56662
AAPL251017P00135000,AAPL,2025-10-17,135.00,put,3.15,3.12,3.05,15,3.20,51,344,383,2025-04-17,0.47638,-0.08801,0.00240,-0.02657,0.22275,-0.10256
AAPL251017C00140000,AAPL,2025-10-17,140.00,call,56.50,63.28,62.95,1,63.60,1,0,41,2025-04-17,0.45016,0.90298,0.00273,-0.04304,0.23941,0.57452
AAPL251017P00140000,AAPL,2025-10-17,140.00,put,3.40,3.62,3.55,7,3.70,17,9,663,2025-04-17,0.46357,-0.10195,0.00275,-0.02863,0.24825,-0.11884
AAPL251017C00145000,AAPL,2025-10-17,145.00,call,64.55,58.95,58.60,2,59.30,6,0,203,2025-04-17,0.43888,0.88707,0.00313,-0.04578,0.26724,0.58051
AAPL251017P00145000,AAPL,2025-10-17,145.00,put,3.95,4.20,4.10,5,4.30,34,3,2527,2025-04-17,0.45153,-0.11781,0.00314,-0.03072,0.27540,-0.13741
AAPL251017C00150000,AAPL,2025-10-17,150.00,call,59.90,54.67,54.45,3,54.90,2,0,782,2025-04-17,0.42668,0.86965,0.00356,-0.04830,0.29560,0.58478
AAPL251017P00150000,AAPL,2025-10-17,150.00,put,4.90,4.90,4.80,18,5.00,31,191,1972,2025-04-17,0.44116,-0.13612,0.00355,-0.03295,0.30455,-0.15900
AAPL251017C00155000,AAPL,2025-10-17,155.00,call,51.10,50.60,50.25,2,50.95,6,2,200,2025-04-17,0.41891,0.84838,0.00402,-0.05131,0.32753,0.58416
AAPL251017P00155000,AAPL,2025-10-17,155.00,put,5.51,5.70,5.60,18,5.80,18,28,822,2025-04-17,0.43125,-0.15657,0.00399,-0.03509,0.33457,-0.18321
AAPL251017C00160000,AAPL,2025-10-17,160.00,call,44.00,46.58,46.25,1,46.90,2,0,129,2025-04-17,0.40930,0.82569,0.00450,-0.05388,0.35864,0.58192
AAPL251017P00160000,AAPL,2025-10-17,160.00,put,6.60,6.55,6.45,15,6.65,19,949,4559,2025-04-17,0.41997,-0.17855,0.00446,-0.03683,0.36413,-0.20917
AAPL251017C00165000,AAPL,2025-10-17,165.00,call,42.05,42.67,42.45,6,42.90,5,1,520,2025-04-17,0.39985,0.80065,0.00501,-0.05622,0.38971,0.57680
AAPL251017P00165000,AAPL,2025-10-17,165.00,put,0.00,7.55,7.45,15,7.65,13,0,1820,2025-04-17,0.41022,-0.20330,0.00494,-0.03855,0.39433,-0.23864
AAPL251017C00170000,AAPL,2025-10-17,170.00,call,37.80,38.90,38.55,6,39.25,4,2,89,2025-04-17,0.39101,0.77304,0.00553,-0.05836,0.42037,0.56842
AAPL251017P00170000,AAPL,2025-10-17,170.00,put,8.30,8.72,8.60,12,8.85,12,302,1742,2025-04-17,0.40168,-0.23073,0.00543,-0.04014,0.42427,-0.27158
